"","Vaccine","Geography.Type","Geography","FIPS","Season.Survey.Year","Month","Dimension.Type","Dimension","Estimate....","X95..CI....","Sample.Size","ym"
"5393","Seasonal Influenza","States/Local Areas","Indiana",18,"2018-19",12,"Age","≥6 Months",41.5,"40.1 to 42.9",9254,2018-12-01
"5394","Seasonal Influenza","States/Local Areas","Iowa",19,"2018-19",12,"Age","≥6 Months",50,"48.6 to 51.4",8797,2018-12-01
"5395","Seasonal Influenza","States/Local Areas","Kansas",20,"2018-19",12,"Age","≥6 Months",46.3,"44.8 to 47.8",10097,2018-12-01
"5396","Seasonal Influenza","States/Local Areas","Kentucky",21,"2018-19",12,"Age","≥6 Months",42.4,"40.4 to 44.4",5619,2018-12-01
"5397","Seasonal Influenza","States/Local Areas","Louisiana",22,"2018-19",12,"Age","≥6 Months",34,"32.0 to 36.0",5407,2018-12-01
"5398","Seasonal Influenza","States/Local Areas","Maine",23,"2018-19",12,"Age","≥6 Months",43.7,"42.2 to 45.2",10246,2018-12-01
"5399","Seasonal Influenza","States/Local Areas","Maryland",24,"2018-19",12,"Age","≥6 Months",48.4,"47.2 to 49.6",16938,2018-12-01
"5400","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2018-19",12,"Age","≥6 Months",50,"48.5 to 51.5",7770,2018-12-01
"5401","Seasonal Influenza","States/Local Areas","Michigan",26,"2018-19",12,"Age","≥6 Months",39.9,"38.5 to 41.3",9132,2018-12-01
"5402","Seasonal Influenza","States/Local Areas","Minnesota",27,"2018-19",12,"Age","≥6 Months",46.6,"45.3 to 47.9",10694,2018-12-01
"5403","Seasonal Influenza","States/Local Areas","Mississippi",28,"2018-19",12,"Age","≥6 Months",36.6,"34.7 to 38.5",6900,2018-12-01
"5404","Seasonal Influenza","States/Local Areas","Missouri",29,"2018-19",12,"Age","≥6 Months",43.6,"42.0 to 45.2",8597,2018-12-01
"5405","Seasonal Influenza","States/Local Areas","Montana",30,"2018-19",12,"Age","≥6 Months",41.3,"39.6 to 43.0",6666,2018-12-01
"5406","Seasonal Influenza","States/Local Areas","Nebraska",31,"2018-19",12,"Age","≥6 Months",47.9,"46.4 to 49.4",11617,2018-12-01
"5407","Seasonal Influenza","States/Local Areas","Nevada",32,"2018-19",12,"Age","≥6 Months",33.5,"30.0 to 37.0",3854,2018-12-01
"5408","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2018-19",12,"Age","≥6 Months",44.7,"42.7 to 46.7",6144,2018-12-01
"5409","Seasonal Influenza","States/Local Areas","New Mexico",35,"2018-19",12,"Age","≥6 Months",41.9,"39.9 to 43.9",7277,2018-12-01
"5410","Seasonal Influenza","States/Local Areas","New York",36,"2018-19",12,"Age","≥6 Months",43,"41.8 to 44.2",23398,2018-12-01
"5411","Seasonal Influenza","States/Local Areas","North Carolina",37,"2018-19",12,"Age","≥6 Months",46.3,"44.4 to 48.2",6767,2018-12-01
"5412","Seasonal Influenza","States/Local Areas","North Dakota",38,"2018-19",12,"Age","≥6 Months",46.1,"44.3 to 47.9",7313,2018-12-01
"5413","Seasonal Influenza","States/Local Areas","Ohio",39,"2018-19",12,"Age","≥6 Months",43.8,"42.4 to 45.2",12308,2018-12-01
"5414","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2018-19",12,"Age","≥6 Months",43.9,"42.1 to 45.7",7087,2018-12-01
"5415","Seasonal Influenza","States/Local Areas","Oregon",41,"2018-19",12,"Age","≥6 Months",40.1,"38.5 to 41.7",6325,2018-12-01
"5416","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2018-19",12,"Age","≥6 Months",47.2,"45.7 to 48.7",11333,2018-12-01
"5417","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2018-19",12,"Age","≥6 Months",51.1,"49.1 to 53.1",6699,2018-12-01
"5418","Seasonal Influenza","States/Local Areas","South Carolina",45,"2018-19",12,"Age","≥6 Months",39.3,"37.6 to 41.0",9389,2018-12-01
"5419","Seasonal Influenza","States/Local Areas","South Dakota",46,"2018-19",12,"Age","≥6 Months",48.8,"46.5 to 51.1",7179,2018-12-01
"5420","Seasonal Influenza","States/Local Areas","Tennessee",47,"2018-19",12,"Age","≥6 Months",41.3,"39.3 to 43.3",5775,2018-12-01
"5421","Seasonal Influenza","States/Local Areas","Texas",48,"2018-19",12,"Age","≥6 Months",39.7,"38.3 to 41.1",20511,2018-12-01
"5422","Seasonal Influenza","States/Local Areas","Utah",49,"2018-19",12,"Age","≥6 Months",40.2,"38.8 to 41.6",10046,2018-12-01
"5423","Seasonal Influenza","States/Local Areas","Vermont",50,"2018-19",12,"Age","≥6 Months",47.1,"45.2 to 49.0",7170,2018-12-01
"5424","Seasonal Influenza","States/Local Areas","Virginia",51,"2018-19",12,"Age","≥6 Months",47.3,"45.8 to 48.8",11249,2018-12-01
"5425","Seasonal Influenza","States/Local Areas","Washington",53,"2018-19",12,"Age","≥6 Months",46.9,"45.5 to 48.3",12131,2018-12-01
"5426","Seasonal Influenza","States/Local Areas","West Virginia",54,"2018-19",12,"Age","≥6 Months",42.7,"41.0 to 44.4",6964,2018-12-01
"5427","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2018-19",12,"Age","≥6 Months",44.4,"42.3 to 46.5",5561,2018-12-01
"5428","Seasonal Influenza","States/Local Areas","Wyoming",56,"2018-19",12,"Age","≥6 Months",36,"34.0 to 38.0",5447,2018-12-01
"5429","Seasonal Influenza","States/Local Areas","Alabama",1,"2019-20",1,"Age","≥6 Months",46.1,"44.3 to 47.9",6564,2019-01-01
"5430","Seasonal Influenza","States/Local Areas","Alaska",2,"2019-20",1,"Age","≥6 Months",42.6,"39.9 to 45.3",4866,2019-01-01
"5431","Seasonal Influenza","States/Local Areas","Arizona",4,"2019-20",1,"Age","≥6 Months",43.8,"42.1 to 45.5",9168,2019-01-01
"5432","Seasonal Influenza","States/Local Areas","Arkansas",5,"2019-20",1,"Age","≥6 Months",52.4,"50.5 to 54.3",7657,2019-01-01
"5433","Seasonal Influenza","States/Local Areas","California",6,"2019-20",1,"Age","≥6 Months",47.8,"44.8 to 50.8",7935,2019-01-01
"5434","Seasonal Influenza","States/Local Areas","Colorado",8,"2019-20",1,"Age","≥6 Months",52.2,"50.5 to 53.9",7743,2019-01-01
"5435","Seasonal Influenza","States/Local Areas","Connecticut",9,"2019-20",1,"Age","≥6 Months",57.5,"56.0 to 59.0",9447,2019-01-01
"5436","Seasonal Influenza","States/Local Areas","Delaware",10,"2019-20",1,"Age","≥6 Months",51.2,"48.9 to 53.5",5981,2019-01-01
"5437","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2019-20",1,"Age","≥6 Months",56.1,"51.0 to 61.2",4255,2019-01-01
"5438","Seasonal Influenza","States/Local Areas","Florida",12,"2019-20",1,"Age","≥6 Months",41.1,"39.1 to 43.1",9646,2019-01-01
"5439","Seasonal Influenza","States/Local Areas","Georgia",13,"2019-20",1,"Age","≥6 Months",42,"40.6 to 43.4",12879,2019-01-01
"5440","Seasonal Influenza","States/Local Areas","Hawaii",15,"2019-20",1,"Age","≥6 Months",44.7,"43.1 to 46.3",8861,2019-01-01
"5441","Seasonal Influenza","States/Local Areas","Idaho",16,"2019-20",1,"Age","≥6 Months",42.6,"40.8 to 44.4",9161,2019-01-01
"5442","Seasonal Influenza","States/Local Areas","Illinois",17,"2019-20",1,"Age","≥6 Months",49.6,"47.4 to 51.8",7739,2019-01-01
"5443","Seasonal Influenza","States/Local Areas","Indiana",18,"2019-20",1,"Age","≥6 Months",48.4,"47.0 to 49.8",9074,2019-01-01
"5444","Seasonal Influenza","States/Local Areas","Iowa",19,"2019-20",1,"Age","≥6 Months",54.4,"53.0 to 55.8",8848,2019-01-01
"5445","Seasonal Influenza","States/Local Areas","Kansas",20,"2019-20",1,"Age","≥6 Months",52.3,"50.6 to 54.0",8326,2019-01-01
"5446","Seasonal Influenza","States/Local Areas","Kentucky",21,"2019-20",1,"Age","≥6 Months",48.3,"45.1 to 51.5",5520,2019-01-01
"5447","Seasonal Influenza","States/Local Areas","Louisiana",22,"2019-20",1,"Age","≥6 Months",43.5,"40.6 to 46.4",5898,2019-01-01
"5448","Seasonal Influenza","States/Local Areas","Maine",23,"2019-20",1,"Age","≥6 Months",52.6,"51.2 to 54.0",12863,2019-01-01
"5449","Seasonal Influenza","States/Local Areas","Maryland",24,"2019-20",1,"Age","≥6 Months",53.8,"52.6 to 55.0",17920,2019-01-01
"5450","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2019-20",1,"Age","≥6 Months",57.8,"56.3 to 59.3",8999,2019-01-01
"5451","Seasonal Influenza","States/Local Areas","Michigan",26,"2019-20",1,"Age","≥6 Months",46.6,"43.9 to 49.3",7568,2019-01-01
"5452","Seasonal Influenza","States/Local Areas","Minnesota",27,"2019-20",1,"Age","≥6 Months",53.7,"52.6 to 54.8",14901,2019-01-01
"5453","Seasonal Influenza","States/Local Areas","Mississippi",28,"2019-20",1,"Age","≥6 Months",43.3,"41.1 to 45.5",6904,2019-01-01
"5454","Seasonal Influenza","States/Local Areas","Missouri",29,"2019-20",1,"Age","≥6 Months",48.5,"46.8 to 50.2",8808,2019-01-01
"5455","Seasonal Influenza","States/Local Areas","Montana",30,"2019-20",1,"Age","≥6 Months",46.6,"44.9 to 48.3",7506,2019-01-01
"5456","Seasonal Influenza","States/Local Areas","Nebraska",31,"2019-20",1,"Age","≥6 Months",55.3,"53.7 to 56.9",10840,2019-01-01
"5457","Seasonal Influenza","States/Local Areas","Nevada",32,"2019-20",1,"Age","≥6 Months",42.6,"38.7 to 46.5",5311,2019-01-01
"5458","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2019-20",1,"Age","≥6 Months",55.1,"53.3 to 56.9",7503,2019-01-01
"5459","Seasonal Influenza","States/Local Areas","New Jersey",34,"2019-20",1,"Age","≥6 Months",50.8,"48.8 to 52.8",4940,2019-01-01
"5460","Seasonal Influenza","States/Local Areas","New Mexico",35,"2019-20",1,"Age","≥6 Months",49.8,"47.9 to 51.7",9484,2019-01-01
"5461","Seasonal Influenza","States/Local Areas","New York",36,"2019-20",1,"Age","≥6 Months",49.6,"48.4 to 50.8",16840,2019-01-01
"5462","Seasonal Influenza","States/Local Areas","North Carolina",37,"2019-20",1,"Age","≥6 Months",53.1,"51.1 to 55.1",5869,2019-01-01
"5463","Seasonal Influenza","States/Local Areas","North Dakota",38,"2019-20",1,"Age","≥6 Months",53.3,"51.0 to 55.6",5247,2019-01-01
"5464","Seasonal Influenza","States/Local Areas","Ohio",39,"2019-20",1,"Age","≥6 Months",47.6,"46.2 to 49.0",12955,2019-01-01
"5465","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2019-20",1,"Age","≥6 Months",51,"49.1 to 52.9",5946,2019-01-01
"5466","Seasonal Influenza","States/Local Areas","Oregon",41,"2019-20",1,"Age","≥6 Months",47.4,"46.0 to 48.8",7770,2019-01-01
"5467","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2019-20",1,"Age","≥6 Months",53.4,"51.6 to 55.2",9440,2019-01-01
"5468","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2019-20",1,"Age","≥6 Months",57.3,"55.1 to 59.5",6336,2019-01-01
"5469","Seasonal Influenza","States/Local Areas","South Carolina",45,"2019-20",1,"Age","≥6 Months",47.9,"45.5 to 50.3",5987,2019-01-01
"5470","Seasonal Influenza","States/Local Areas","South Dakota",46,"2019-20",1,"Age","≥6 Months",56.1,"54.1 to 58.1",9132,2019-01-01
"5471","Seasonal Influenza","States/Local Areas","Tennessee",47,"2019-20",1,"Age","≥6 Months",45.9,"43.6 to 48.2",5127,2019-01-01
"5472","Seasonal Influenza","States/Local Areas","Texas",48,"2019-20",1,"Age","≥6 Months",43.4,"41.9 to 44.9",17481,2019-01-01
"5473","Seasonal Influenza","States/Local Areas","Utah",49,"2019-20",1,"Age","≥6 Months",49,"47.4 to 50.6",8039,2019-01-01
"5474","Seasonal Influenza","States/Local Areas","Vermont",50,"2019-20",1,"Age","≥6 Months",54,"52.1 to 55.9",9159,2019-01-01
"5475","Seasonal Influenza","States/Local Areas","Virginia",51,"2019-20",1,"Age","≥6 Months",54.9,"53.4 to 56.4",11258,2019-01-01
"5476","Seasonal Influenza","States/Local Areas","Washington",53,"2019-20",1,"Age","≥6 Months",52.3,"51.1 to 53.5",13651,2019-01-01
"5477","Seasonal Influenza","States/Local Areas","West Virginia",54,"2019-20",1,"Age","≥6 Months",49,"47.0 to 51.0",6411,2019-01-01
"5478","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2019-20",1,"Age","≥6 Months",55.5,"52.8 to 58.2",4604,2019-01-01
"5479","Seasonal Influenza","States/Local Areas","Wyoming",56,"2019-20",1,"Age","≥6 Months",44.6,"42.2 to 47.0",5282,2019-01-01
"5480","Seasonal Influenza","States/Local Areas","Alabama",1,"2019-20",2,"Age","≥6 Months",47.3,"45.4 to 49.2",6564,2019-02-01
"5481","Seasonal Influenza","States/Local Areas","Alaska",2,"2019-20",2,"Age","≥6 Months",44.6,"41.9 to 47.3",4866,2019-02-01
"5482","Seasonal Influenza","States/Local Areas","Arizona",4,"2019-20",2,"Age","≥6 Months",45.2,"43.5 to 46.9",9168,2019-02-01
"5483","Seasonal Influenza","States/Local Areas","Arkansas",5,"2019-20",2,"Age","≥6 Months",54.5,"52.4 to 56.6",7657,2019-02-01
"5484","Seasonal Influenza","States/Local Areas","California",6,"2019-20",2,"Age","≥6 Months",50.7,"47.6 to 53.8",7935,2019-02-01
"5485","Seasonal Influenza","States/Local Areas","Colorado",8,"2019-20",2,"Age","≥6 Months",53.8,"52.1 to 55.5",7743,2019-02-01
"5486","Seasonal Influenza","States/Local Areas","Connecticut",9,"2019-20",2,"Age","≥6 Months",59.8,"58.3 to 61.3",9447,2019-02-01
"5487","Seasonal Influenza","States/Local Areas","Delaware",10,"2019-20",2,"Age","≥6 Months",53,"50.6 to 55.4",5981,2019-02-01
"5488","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2019-20",2,"Age","≥6 Months",57.1,"52.0 to 62.2",4255,2019-02-01
"5489","Seasonal Influenza","States/Local Areas","Florida",12,"2019-20",2,"Age","≥6 Months",43.3,"41.3 to 45.3",9646,2019-02-01
"5490","Seasonal Influenza","States/Local Areas","Georgia",13,"2019-20",2,"Age","≥6 Months",44.5,"43.0 to 46.0",12879,2019-02-01
"5491","Seasonal Influenza","States/Local Areas","Hawaii",15,"2019-20",2,"Age","≥6 Months",48.3,"46.7 to 49.9",8861,2019-02-01
"5492","Seasonal Influenza","States/Local Areas","Idaho",16,"2019-20",2,"Age","≥6 Months",44,"42.2 to 45.8",9161,2019-02-01
"5493","Seasonal Influenza","States/Local Areas","Illinois",17,"2019-20",2,"Age","≥6 Months",51,"48.8 to 53.2",7739,2019-02-01
"5494","Seasonal Influenza","States/Local Areas","Indiana",18,"2019-20",2,"Age","≥6 Months",50.3,"48.9 to 51.7",9074,2019-02-01
"5495","Seasonal Influenza","States/Local Areas","Iowa",19,"2019-20",2,"Age","≥6 Months",55.8,"54.4 to 57.2",8848,2019-02-01
"5496","Seasonal Influenza","States/Local Areas","Kansas",20,"2019-20",2,"Age","≥6 Months",53.6,"51.9 to 55.3",8326,2019-02-01
"5497","Seasonal Influenza","States/Local Areas","Kentucky",21,"2019-20",2,"Age","≥6 Months",50,"46.7 to 53.3",5520,2019-02-01
"5498","Seasonal Influenza","States/Local Areas","Louisiana",22,"2019-20",2,"Age","≥6 Months",46,"42.9 to 49.1",5898,2019-02-01
"5499","Seasonal Influenza","States/Local Areas","Maine",23,"2019-20",2,"Age","≥6 Months",54.5,"53.1 to 55.9",12863,2019-02-01
"5500","Seasonal Influenza","States/Local Areas","Maryland",24,"2019-20",2,"Age","≥6 Months",56,"54.8 to 57.2",17920,2019-02-01
"5501","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2019-20",2,"Age","≥6 Months",59.8,"58.3 to 61.3",8999,2019-02-01
"5502","Seasonal Influenza","States/Local Areas","Michigan",26,"2019-20",2,"Age","≥6 Months",47.8,"45.1 to 50.5",7568,2019-02-01
"5503","Seasonal Influenza","States/Local Areas","Minnesota",27,"2019-20",2,"Age","≥6 Months",55.1,"54.0 to 56.2",14901,2019-02-01
"5504","Seasonal Influenza","States/Local Areas","Mississippi",28,"2019-20",2,"Age","≥6 Months",44.4,"42.2 to 46.6",6904,2019-02-01
"5505","Seasonal Influenza","States/Local Areas","Missouri",29,"2019-20",2,"Age","≥6 Months",49.6,"47.9 to 51.3",8808,2019-02-01
"5506","Seasonal Influenza","States/Local Areas","Montana",30,"2019-20",2,"Age","≥6 Months",48.3,"46.6 to 50.0",7506,2019-02-01
"5507","Seasonal Influenza","States/Local Areas","Nebraska",31,"2019-20",2,"Age","≥6 Months",56.8,"55.2 to 58.4",10840,2019-02-01
"5508","Seasonal Influenza","States/Local Areas","Nevada",32,"2019-20",2,"Age","≥6 Months",43.9,"40.0 to 47.8",5311,2019-02-01
"5509","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2019-20",2,"Age","≥6 Months",56.8,"55.0 to 58.6",7503,2019-02-01
"5510","Seasonal Influenza","States/Local Areas","New Jersey",34,"2019-20",2,"Age","≥6 Months",52.8,"50.8 to 54.8",4940,2019-02-01
"5511","Seasonal Influenza","States/Local Areas","New Mexico",35,"2019-20",2,"Age","≥6 Months",51.9,"50.0 to 53.8",9484,2019-02-01
"5512","Seasonal Influenza","States/Local Areas","New York",36,"2019-20",2,"Age","≥6 Months",51.6,"50.4 to 52.8",16840,2019-02-01
"5513","Seasonal Influenza","States/Local Areas","North Carolina",37,"2019-20",2,"Age","≥6 Months",54.9,"52.9 to 56.9",5869,2019-02-01
"5514","Seasonal Influenza","States/Local Areas","North Dakota",38,"2019-20",2,"Age","≥6 Months",55.4,"53.1 to 57.7",5247,2019-02-01
"5515","Seasonal Influenza","States/Local Areas","Ohio",39,"2019-20",2,"Age","≥6 Months",49.3,"47.9 to 50.7",12955,2019-02-01
"5516","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2019-20",2,"Age","≥6 Months",52.2,"50.3 to 54.1",5946,2019-02-01
"5517","Seasonal Influenza","States/Local Areas","Oregon",41,"2019-20",2,"Age","≥6 Months",49.9,"48.4 to 51.4",7770,2019-02-01
"5518","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2019-20",2,"Age","≥6 Months",54.7,"52.9 to 56.5",9440,2019-02-01
"5519","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2019-20",2,"Age","≥6 Months",59.1,"56.9 to 61.3",6336,2019-02-01
"5520","Seasonal Influenza","States/Local Areas","South Carolina",45,"2019-20",2,"Age","≥6 Months",50.1,"47.7 to 52.5",5987,2019-02-01
"5521","Seasonal Influenza","States/Local Areas","South Dakota",46,"2019-20",2,"Age","≥6 Months",57.4,"55.4 to 59.4",9132,2019-02-01
"5522","Seasonal Influenza","States/Local Areas","Tennessee",47,"2019-20",2,"Age","≥6 Months",47.4,"45.0 to 49.8",5127,2019-02-01
"5523","Seasonal Influenza","States/Local Areas","Texas",48,"2019-20",2,"Age","≥6 Months",45.9,"44.2 to 47.6",17481,2019-02-01
"5524","Seasonal Influenza","States/Local Areas","Utah",49,"2019-20",2,"Age","≥6 Months",50.4,"48.8 to 52.0",8039,2019-02-01
"5525","Seasonal Influenza","States/Local Areas","Vermont",50,"2019-20",2,"Age","≥6 Months",56,"54.1 to 57.9",9159,2019-02-01
"5526","Seasonal Influenza","States/Local Areas","Virginia",51,"2019-20",2,"Age","≥6 Months",56.9,"55.3 to 58.5",11258,2019-02-01
"5527","Seasonal Influenza","States/Local Areas","Washington",53,"2019-20",2,"Age","≥6 Months",54.3,"53.0 to 55.6",13651,2019-02-01
"5528","Seasonal Influenza","States/Local Areas","West Virginia",54,"2019-20",2,"Age","≥6 Months",50.6,"48.5 to 52.7",6411,2019-02-01
"5529","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2019-20",2,"Age","≥6 Months",57.1,"54.4 to 59.8",4604,2019-02-01
"5530","Seasonal Influenza","States/Local Areas","Wyoming",56,"2019-20",2,"Age","≥6 Months",46,"43.5 to 48.5",5282,2019-02-01
"5531","Seasonal Influenza","States/Local Areas","Alabama",1,"2019-20",3,"Age","≥6 Months",47.9,"46.0 to 49.8",6564,2019-03-01
"5532","Seasonal Influenza","States/Local Areas","Alaska",2,"2019-20",3,"Age","≥6 Months",45.1,"42.4 to 47.8",4866,2019-03-01
"5533","Seasonal Influenza","States/Local Areas","Arizona",4,"2019-20",3,"Age","≥6 Months",46.2,"44.5 to 47.9",9168,2019-03-01
"5534","Seasonal Influenza","States/Local Areas","Arkansas",5,"2019-20",3,"Age","≥6 Months",54.7,"52.6 to 56.8",7657,2019-03-01
"5535","Seasonal Influenza","States/Local Areas","California",6,"2019-20",3,"Age","≥6 Months",51.1,"48.0 to 54.2",7935,2019-03-01
"5536","Seasonal Influenza","States/Local Areas","Colorado",8,"2019-20",3,"Age","≥6 Months",54.9,"53.2 to 56.6",7743,2019-03-01
"5537","Seasonal Influenza","States/Local Areas","Connecticut",9,"2019-20",3,"Age","≥6 Months",60.3,"58.6 to 62.0",9447,2019-03-01
"5538","Seasonal Influenza","States/Local Areas","Delaware",10,"2019-20",3,"Age","≥6 Months",54.4,"51.8 to 57.0",5981,2019-03-01
"5539","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2019-20",3,"Age","≥6 Months",57.4,"52.3 to 62.5",4255,2019-03-01
"5540","Seasonal Influenza","States/Local Areas","Florida",12,"2019-20",3,"Age","≥6 Months",44,"42.0 to 46.0",9646,2019-03-01
"5541","Seasonal Influenza","States/Local Areas","Georgia",13,"2019-20",3,"Age","≥6 Months",45.2,"43.7 to 46.7",12879,2019-03-01
"5542","Seasonal Influenza","States/Local Areas","Hawaii",15,"2019-20",3,"Age","≥6 Months",49.9,"48.3 to 51.5",8861,2019-03-01
"5543","Seasonal Influenza","States/Local Areas","Idaho",16,"2019-20",3,"Age","≥6 Months",44.4,"42.6 to 46.2",9161,2019-03-01
"5544","Seasonal Influenza","States/Local Areas","Illinois",17,"2019-20",3,"Age","≥6 Months",51.3,"49.1 to 53.5",7739,2019-03-01
"5545","Seasonal Influenza","States/Local Areas","Indiana",18,"2019-20",3,"Age","≥6 Months",50.8,"49.4 to 52.2",9074,2019-03-01
"5546","Seasonal Influenza","States/Local Areas","Iowa",19,"2019-20",3,"Age","≥6 Months",56.5,"54.9 to 58.1",8848,2019-03-01
"5547","Seasonal Influenza","States/Local Areas","Kansas",20,"2019-20",3,"Age","≥6 Months",54.1,"52.4 to 55.8",8326,2019-03-01
"5548","Seasonal Influenza","States/Local Areas","Kentucky",21,"2019-20",3,"Age","≥6 Months",50.5,"47.2 to 53.8",5520,2019-03-01
"5549","Seasonal Influenza","States/Local Areas","Louisiana",22,"2019-20",3,"Age","≥6 Months",47.2,"44.1 to 50.3",5898,2019-03-01
"5550","Seasonal Influenza","States/Local Areas","Maine",23,"2019-20",3,"Age","≥6 Months",55.6,"54.1 to 57.1",12863,2019-03-01
"5551","Seasonal Influenza","States/Local Areas","Maryland",24,"2019-20",3,"Age","≥6 Months",57,"55.8 to 58.2",17920,2019-03-01
"5552","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2019-20",3,"Age","≥6 Months",60.6,"59.0 to 62.2",8999,2019-03-01
"5553","Seasonal Influenza","States/Local Areas","Michigan",26,"2019-20",3,"Age","≥6 Months",49,"46.2 to 51.8",7568,2019-03-01
"5554","Seasonal Influenza","States/Local Areas","Minnesota",27,"2019-20",3,"Age","≥6 Months",56,"54.9 to 57.1",14901,2019-03-01
"5555","Seasonal Influenza","States/Local Areas","Mississippi",28,"2019-20",3,"Age","≥6 Months",45.7,"43.3 to 48.1",6904,2019-03-01
"5556","Seasonal Influenza","States/Local Areas","Missouri",29,"2019-20",3,"Age","≥6 Months",49.9,"48.1 to 51.7",8808,2019-03-01
"5557","Seasonal Influenza","States/Local Areas","Montana",30,"2019-20",3,"Age","≥6 Months",49,"47.3 to 50.7",7506,2019-03-01
"5558","Seasonal Influenza","States/Local Areas","Nebraska",31,"2019-20",3,"Age","≥6 Months",57.5,"55.9 to 59.1",10840,2019-03-01
"5559","Seasonal Influenza","States/Local Areas","Nevada",32,"2019-20",3,"Age","≥6 Months",44,"40.1 to 47.9",5311,2019-03-01
"5560","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2019-20",3,"Age","≥6 Months",57.5,"55.7 to 59.3",7503,2019-03-01
"5561","Seasonal Influenza","States/Local Areas","New Jersey",34,"2019-20",3,"Age","≥6 Months",53.7,"51.7 to 55.7",4940,2019-03-01
"5562","Seasonal Influenza","States/Local Areas","New Mexico",35,"2019-20",3,"Age","≥6 Months",52.8,"50.9 to 54.7",9484,2019-03-01
"5563","Seasonal Influenza","States/Local Areas","New York",36,"2019-20",3,"Age","≥6 Months",52.6,"51.4 to 53.8",16840,2019-03-01
"5564","Seasonal Influenza","States/Local Areas","North Carolina",37,"2019-20",3,"Age","≥6 Months",55.2,"53.2 to 57.2",5869,2019-03-01
"5565","Seasonal Influenza","States/Local Areas","North Dakota",38,"2019-20",3,"Age","≥6 Months",56.3,"53.8 to 58.8",5247,2019-03-01
"5566","Seasonal Influenza","States/Local Areas","Ohio",39,"2019-20",3,"Age","≥6 Months",50.4,"49.0 to 51.8",12955,2019-03-01
"5567","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2019-20",3,"Age","≥6 Months",53.2,"51.3 to 55.1",5946,2019-03-01
"5568","Seasonal Influenza","States/Local Areas","Oregon",41,"2019-20",3,"Age","≥6 Months",50.9,"49.4 to 52.4",7770,2019-03-01
"5569","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2019-20",3,"Age","≥6 Months",55.4,"53.6 to 57.2",9440,2019-03-01
"5570","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2019-20",3,"Age","≥6 Months",60.1,"57.9 to 62.3",6336,2019-03-01
"5571","Seasonal Influenza","States/Local Areas","South Carolina",45,"2019-20",3,"Age","≥6 Months",50.7,"48.1 to 53.3",5987,2019-03-01
"5572","Seasonal Influenza","States/Local Areas","South Dakota",46,"2019-20",3,"Age","≥6 Months",58.4,"56.4 to 60.4",9132,2019-03-01
"5573","Seasonal Influenza","States/Local Areas","Tennessee",47,"2019-20",3,"Age","≥6 Months",48.3,"45.9 to 50.7",5127,2019-03-01
"5574","Seasonal Influenza","States/Local Areas","Texas",48,"2019-20",3,"Age","≥6 Months",46.5,"44.8 to 48.2",17481,2019-03-01
"5575","Seasonal Influenza","States/Local Areas","Utah",49,"2019-20",3,"Age","≥6 Months",51.4,"49.8 to 53.0",8039,2019-03-01
"5576","Seasonal Influenza","States/Local Areas","Vermont",50,"2019-20",3,"Age","≥6 Months",56.9,"54.9 to 58.9",9159,2019-03-01
"5577","Seasonal Influenza","States/Local Areas","Virginia",51,"2019-20",3,"Age","≥6 Months",57.8,"56.2 to 59.4",11258,2019-03-01
"5578","Seasonal Influenza","States/Local Areas","Washington",53,"2019-20",3,"Age","≥6 Months",55.3,"53.9 to 56.7",13651,2019-03-01
"5579","Seasonal Influenza","States/Local Areas","West Virginia",54,"2019-20",3,"Age","≥6 Months",51.2,"49.1 to 53.3",6411,2019-03-01
"5580","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2019-20",3,"Age","≥6 Months",57.9,"55.2 to 60.6",4604,2019-03-01
"5581","Seasonal Influenza","States/Local Areas","Wyoming",56,"2019-20",3,"Age","≥6 Months",46.3,"43.8 to 48.8",5282,2019-03-01
"5582","Seasonal Influenza","States/Local Areas","Alabama",1,"2019-20",4,"Age","≥6 Months",48.1,"46.2 to 50.0",6564,2019-04-01
